Text,Language
போய் நீங்கள்!,Tamil
தமிழ்நாடு!,Tamil
ஒரு தமிழ் இது செய்தி!,Tamil
நன்றி?,Tamil
வணக்கம்?,Tamil
தமிழ் மொழி,Tamil
இந்த தமிழ் பாடம் ஒரு!,Tamil
நீங்கள் எப்படி இருக்கிறீர்கள்,Tamil
பரிசோதனை இது ஒரு!,Tamil
நன்றாக இருக்கிறேன் நான்?,Tamil
இது கருத்து என்,Tamil
நாம் ஏன்!,Tamil
காதலிக்கிறேன் நான்?,Tamil
நான் ஏனெனில்,Tamil
நான் இருக்கிறேன் மகிழ்ச்சியாக!,Tamil
இதைப் நீங்கள் படியுங்கள்!,Tamil
இது இதயம் என்,Tamil
நான் உங்களுக்கு,Tamil
புத்தகம் இந்த!,Tamil
நீங்கள் என்ன செய்கிறீர்கள்?,Tamil
நான் உங்களுக்காக எழுதினேன்?,Tamil
என் வீட்டின்,Tamil
சொன்னேன் நான்!,Tamil
என் அவன் நண்பர்?,Tamil
நான் போகவில்லை?,Tamil
நீங்கள் நான்?,Tamil
உன்னை நான்,Tamil
எனக்கு அது?,Tamil
எனக்கு நான்!,Tamil
புத்தகங்கள் இந்த,Tamil
எழுதியது நான்?,Tamil
உங்களுக்காக,Tamil
நான் கேட்கிறேன்,Tamil
அவனுக்காக நான்!,Tamil
நீங்கள் அந்த!,Tamil
சொல்லும் நான்?,Tamil
போய் நான்!,Tamil
நான் என்று நீங்கள்,Tamil
பற்றி நீங்கள் இதை,Tamil
சொன்னது நான்!,Tamil
அவனை அவன்,Tamil
நான் செய்தேன்?,Tamil
என்னை நீங்கள்,Tamil
எனக்கு நீங்கள்!,Tamil
நான் அந்த!,Tamil
அந்த நான்!,Tamil
நீங்கள் அங்கு,Tamil
என்ன நீங்கள்,Tamil
அங்கு நான்!,Tamil
அவனுக்கு நான்?,Tamil
நீங்கள் போய்!,Tamil
தமிழ்நாடு!,Tamil
ஒரு இது செய்தி தமிழ்!,Tamil
நன்றி?,Tamil
வணக்கம்,Tamil
மொழி தமிழ்!,Tamil
இந்த ஒரு தமிழ் பாடம்?,Tamil
நீங்கள் இருக்கிறீர்கள் எப்படி,Tamil
ஒரு பரிசோதனை இது!,Tamil
நன்றாக இருக்கிறேன் நான்?,Tamil
என் கருத்து இது,Tamil
நாம் ஏன்?,Tamil
காதலிக்கிறேன் நான்,Tamil
ஏனெனில் நான்?,Tamil
இருக்கிறேன் மகிழ்ச்சியாக நான்,Tamil
இதைப் படியுங்கள் நீங்கள்!,Tamil
இது என் இதயம்!,Tamil
உங்களுக்கு நான்,Tamil
இந்த புத்தகம்,Tamil
நீங்கள் செய்கிறீர்கள் என்ன,Tamil
உங்களுக்காக எழுதினேன் நான்?,Tamil
வீட்டின் என்?,Tamil
சொன்னேன் நான்?,Tamil
அவன் நண்பர் என்,Tamil
போகவில்லை நான்?,Tamil
நான் நீங்கள்,Tamil
உன்னை நான்?,Tamil
அது எனக்கு!,Tamil
எனக்கு நான்,Tamil
இந்த புத்தகங்கள்,Tamil
எழுதியது நான்?,Tamil
உங்களுக்காக?,Tamil
நான் கேட்கிறேன்!,Tamil
நான் அவனுக்காக!,Tamil
நீங்கள் அந்த,Tamil
நான் சொல்லும்,Tamil
போய் நான்!,Tamil
என்று நீங்கள் நான்,Tamil
இதை நீங்கள் பற்றி?,Tamil
சொன்னது நான்,Tamil
அவன் அவனை,Tamil
நான் செய்தேன்?,Tamil
என்னை நீங்கள்!,Tamil
நீங்கள் எனக்கு,Tamil
அந்த நான்?,Tamil
அந்த நான்!,Tamil
நீங்கள் அங்கு!,Tamil
நீங்கள் என்ன?,Tamil
நான் அங்கு,Tamil
நான் அவனுக்கு!,Tamil
போய் நீங்கள்?,Tamil
தமிழ்நாடு,Tamil
செய்தி ஒரு தமிழ் இது!,Tamil
நன்றி?,Tamil
வணக்கம்,Tamil
தமிழ் மொழி!,Tamil
பாடம் ஒரு இந்த தமிழ்?,Tamil
இருக்கிறீர்கள் நீங்கள் எப்படி!,Tamil
பரிசோதனை இது ஒரு,Tamil
இருக்கிறேன் நான் நன்றாக,Tamil
என் இது கருத்து!,Tamil
ஏன் நாம்!,Tamil
நான் காதலிக்கிறேன்,Tamil
நான் ஏனெனில்?,Tamil
நான் மகிழ்ச்சியாக இருக்கிறேன்?,Tamil
இதைப் படியுங்கள் நீங்கள்?,Tamil
இது இதயம் என்!,Tamil
நான் உங்களுக்கு?,Tamil
புத்தகம் இந்த!,Tamil
நீங்கள் என்ன செய்கிறீர்கள்,Tamil
எழுதினேன் நான் உங்களுக்காக!,Tamil
வீட்டின் என்?,Tamil
சொன்னேன் நான்,Tamil
என் அவன் நண்பர்,Tamil
நான் போகவில்லை?,Tamil
நான் நீங்கள்?,Tamil
நான் உன்னை!,Tamil
அது எனக்கு!,Tamil
எனக்கு நான்!,Tamil
இந்த புத்தகங்கள்,Tamil
எழுதியது நான்!,Tamil
உங்களுக்காக?,Tamil
நான் கேட்கிறேன்?,Tamil
அவனுக்காக நான்,Tamil
நீங்கள் அந்த?,Tamil
நான் சொல்லும்?,Tamil
போய் நான்?,Tamil
நீங்கள் என்று நான்?,Tamil
பற்றி நீங்கள் இதை,Tamil
சொன்னது நான்,Tamil
அவனை அவன்,Tamil
நான் செய்தேன்!,Tamil
நீங்கள் என்னை!,Tamil
எனக்கு நீங்கள்!,Tamil
அந்த நான்!,Tamil
அந்த நான்,Tamil
நீங்கள் அங்கு?,Tamil
என்ன நீங்கள்,Tamil
அங்கு நான்!,Tamil
நான் அவனுக்கு?,Tamil
போய் நீங்கள்?,Tamil
தமிழ்நாடு,Tamil
செய்தி இது தமிழ் ஒரு!,Tamil
நன்றி,Tamil
வணக்கம்,Tamil
மொழி தமிழ்?,Tamil
பாடம் இந்த ஒரு தமிழ்,Tamil
இருக்கிறீர்கள் எப்படி நீங்கள்?,Tamil
இது ஒரு பரிசோதனை,Tamil
இருக்கிறேன் நான் நன்றாக?,Tamil
இது என் கருத்து?,Tamil
ஏன் நாம்?,Tamil
நான் காதலிக்கிறேன்?,Tamil
நான் ஏனெனில்,Tamil
மகிழ்ச்சியாக இருக்கிறேன் நான்?,Tamil
நீங்கள் படியுங்கள் இதைப்?,Tamil
இது இதயம் என்!,Tamil
உங்களுக்கு நான்,Tamil
புத்தகம் இந்த?,Tamil
நீங்கள் என்ன செய்கிறீர்கள்!,Tamil
நான் உங்களுக்காக எழுதினேன்?,Tamil
என் வீட்டின்!,Tamil
நான் சொன்னேன்,Tamil
என் நண்பர் அவன்,Tamil
போகவில்லை நான்,Tamil
நீங்கள் நான்?,Tamil
நான் உன்னை!,Tamil
எனக்கு அது!,Tamil
நான் எனக்கு!,Tamil
புத்தகங்கள் இந்த?,Tamil
எழுதியது நான்,Tamil
உங்களுக்காக,Tamil
நான் கேட்கிறேன்!,Tamil
நான் அவனுக்காக!,Tamil
அந்த நீங்கள்?,Tamil
சொல்லும் நான்,Tamil
போய் நான்!,Tamil
நீங்கள் நான் என்று!,Tamil
நீங்கள் இதை பற்றி?,Tamil
